abstract,class
"我們要如何理解並闡釋臺灣漢／文學的「起源」？「明鄭文學」等值於「臺灣文學」嗎？我們又能如何理解、定位「明鄭文學」與「臺灣文學」間的意義、關係與價值呢？, 為了廓清明鄭文學生成的脈絡與文學史意義，本文將論述的系譜拉至「南明時期」，以明鄭／臺灣文學的脈絡下，重構南明文學場域，進而指出鄭成功及其勢力集團，已主導著南明文學場域的動態與發展。從這個意義上來看，此一時期的南明文學，不論在形式或意義上都應被視為「明鄭文學」。那麼，1662年至1683年間的臺灣文學（只）是明鄭文學嗎？, , 對此，本文藉由考察「明鄭」文學離開「大陸」後的文學發展，以為「明鄭」文學在廈門、金門與澎湖等「島嶼」一場域的影響下，已然脫離中國文學傳統，開展出別於以往的美學形制。告別中國文學隨後進入臺灣的明鄭文學，同樣也因臺灣殊異的人文、地理與鄭氏滯臺／治臺等現實的影響，在結構與本質性上發生了不可忽視的變革。, , 總的來說，本文以為「明／鄭」文學的出現，不僅揭示了「臺灣文學」就此轉向漢字文化圈一本質性的變革，更重要的是，臺灣文學也因此「介入」並「重構」了原先以中國、日本、朝鮮等國為主的「漢字文化圈」的文學秩序。換句話說，十七世紀東亞文學的臺灣轉向，事實上涉及了明／鄭文學跨地域、跨語際與跨文化圈生成一背景與脈絡。, 在文學跨域流動與知識傳播一重新歷史化的前提下，本文結合文學場域、文化地理、島嶼研究與文化圈等方法，重新廓清明／鄭文學一現象與活動的政治意義與價值。對比於過去論者皆將「明／鄭」文學化約為臺灣文學的起源的論述模式，本文則試圖自臺灣文學中離析出「明／鄭」文學。此一論述與辯證觀點的實踐，即反映在「明鄭文學等值於臺灣文學嗎？」一命題的提出與回應。,",文學
"從語義翻譯評析傳記文學文化詞中譯之策略 － 以「梅克爾傳」為例, 中文摘要, 本文研究範圍以2014年出版史蒂芬˙柯內留斯(Stefan Kornelius)所著：«Angela Merkel Die Kanzlerin und ihre Welt»楊夢茹翻譯：《梅克爾傳：德國首任女總理與她的權力世界》中出現的文化詞為例。筆者根據幾位文化學者所提出之文化層次理論，將文化概分為淺層文化以及深層文化兩大領域，並將《梅克爾傳》翻譯文本中出現的文化詞進行兩大領域的分類。, 此外，以《梅克爾傳》為例分析傳記文學文本特色，並透過文化層次來看傳記文學文化詞翻譯策略，進而將其分類。本研究目的在從語義翻譯視角，探討、評析傳記文學文本中出現的文化詞中譯之翻譯策略，並以紐馬克提出的語義翻譯為評析依據，來探討傳記文學中不同文化層次與類型之文化詞翻譯策略。, 而根據本研究文化詞語料之統計以及實例分析結果，發現自傳類的表述型文本，無論是顯性文化詞或是隱性文化詞，大多都是採用歸化策略進行翻譯。然而在同一篇作品中，有的部分須採取語義翻譯，有的部分則須採用交際翻譯，特別是遭遇文化空缺時。因此，在一份譯作中常見二者相輔相成互為補充。因此，沒有絕對的語義翻譯作品，也沒有絕對的溝通翻譯作品。, 譯者的基本任務是要將陌生的異文化概念和文化信息消化轉換為中文讀者可以理解和接受的信息。《梅克爾傳》譯本在翻譯工作上除了面臨語言文字的轉換問題，也包括文化價值，特別是政治文化、政治理念、政策思維的等效傳遞策略，因此譯者除了要掌握源語和譯入語兩種語言外，還要熟悉兩種文化，特別是政治相關理念與知識。此外，翻譯時應考量原文文本類型、語義單位的重要性和翻譯的目的，並以適合之翻譯理論為依據，來考量何時該採取何種翻譯策略。, 關鍵詞：傳記文學、語義翻譯、文化詞, ,",文學
"翻譯文學蓬勃發展，目標語接受者無須具備外語能力便能閱讀外國文學，使得讀者能夠一窺異國文化與其經典作品。翻譯文學十分仰賴譯者的語言轉換能力，而譯者是否能夠傳遞源語文本作者的原意，又能生產出符合翻譯綱要的目標語文本呢？異國文化的部分又該如何取捨？譯者會一字不漏地傳遞給讀者？又或者是因應目標語文化做適當更改？在目標語文本中增譯或刪減是否會影響傳遞至讀者端的訊息？此外，本論文的評析材料－《西線無戰事》是一本雷馬克參考史實，並且根據他在第一次世界大戰的親身經歷而撰寫的小說，因此，譯者除了熟悉源語與目標語文化的差異及兩語言間不同的用字遣詞習慣外，也需對一戰的歷史背景做深入了解並保留源語中一戰文學的色彩。, 本論文以諾德（Christiane Nord）的功能翻譯理論為主軸，亦詳盡的介紹萊思（Katharina Reiß）、漢斯(Hans J. Vermeer)及霍斯－曼特瑞(Justa Holz-Mänttäri)等功能學派學者及其翻譯理論。理論分析以諾德的功能加忠誠理論為主，其文本翻譯類型為輔，探討文本中的翻譯問題，也就是語內翻譯問題、文化差異翻譯問題、語言差異翻譯問題及特殊源語文本翻譯問題。諾德的翻譯綱要及原文分析也與翻譯問題息息相關，在分析翻譯綱要及原文後，譯者便能知道如何處理翻譯問題。透過這些分析，譯者可以判斷原文哪些訊息該保留或調整。筆者從源語文本及目標語文本中蒐集許多實例，根據諾德的翻譯問題理論進行分類，劃分各種細項並分析，最後分享從中所觀察到的現象，以及譯者面對不同的翻譯問題的處理方式。, ,",文學
"在台灣，法律與文學的研究是從 1995 年才逐漸開始發展的一門新領域。目前國內有關法律與文學作品的研究多著重於文學作品中的法律問題和法治文化現象，對於法律文學小說譯作之翻譯研究，給予的關注較少。故本論文以德國作家席拉赫(Ferdinand von Schirach) 之作品《誰無罪》(Der Fall Collini)為研究對象，並以德國功能學派卡特琳娜．萊思(Katharina Reiss)翻譯批評理論作為基礎，以檢視譯者是否有把原文作者所欲傳達給讀者的信息於譯文中詳盡且正確的呈現出來，讓目的語讀者在閱讀譯文文本時，能與原文讀者有相同的感受。, , 研究結果顯示，《誰無罪》譯本之譯者為了保有原文作者的精神和風格，且考量目的語讀者的語用習慣，善用成語及四字詞於譯文中形成對應效果；但仍有部分詞彙譯者還須多加斟酌，避免翻譯錯誤。而在涉及文化層面的字詞，有部分譯文在轉碼的過程中，無採用適切的譯文詞彙，形成譯文讀者在閱讀上的困難與障礙，易造成讀者理解上的偏差。因此筆者認為，透過翻譯批評的準則與其限制，能更有條理的研究譯文文本，以消除太多的主觀因素，進而做出客觀的評論，並提供適當的翻譯建議，使譯文達到最佳的翻譯效果。, , 筆者在法律與文學層面的研究中僅以德翻中《誰無罪》一書作為研究對象，希望本論文的拋磚引玉，能使將來有更多的論文以不同的角度探討德文法律文學譯作，提高國人對此一領域的重視及討論，進而提出更豐富的研究成果。, ,",文學
"法律與文學均為高度修辭的學問，法律以抽象的規則來解決社會衝突，維護社會秩序的安定；文學以藝術的手法突顯社會衝突，喚起閱讀者的體認，兩者在[哲學/法理學]的共同基礎上，相互碰撞、相互影響。, 本文就《神鵰俠侶》及《黛絲姑娘》兩部小說，由法律與文學的角度來探討性犯罪被害人樣態及身心創傷等，運用文學喚醒法律對「人」本身的關注，以及用法律思考文學的價值，期能使文學及法律適用範圍更為普及，更使社會公眾瞭解法治功能之重要及適用方法、範圍，提升人民對司法的信任，拉近法律實務與人民法感情的距離。, 本文首先釋明法律與文學過去的學術研究核心與演變，分析整理出本文的探討主軸與方向落在此一跨學科研究的位置。整理中國宋代及英國維多利亞時期女性地位的法律背景，探究《神鵰俠侶》、《黛絲姑娘》中的性犯罪，並與臺灣現行刑法中乘機性交要件相比對，並納入現實案例，分別做出說明。再就《神鵰俠侶》、《黛絲姑娘》之描述，從性侵害被害人所遭受之心理創傷切入，分析現今臺灣的性侵害被害人保護體系。最後總結我國性侵害防治的歷程與缺失，和犯罪被害人保護法的不足之處，並提出改善建議。, , 關鍵字：法律與文學,",文學
"漢承秦之敝，從立國之初的休養生息到漢武帝的經略四方，在在都寫下輝煌的歷史新頁。然而連年征戰，不僅讓民生經濟大受影響，甚至大漢帝國出現根基動搖的景象。於此情形，武帝只得在晚年時下了罪己詔，臨終前更將國政大事託付給霍光、桑弘羊等大臣，以共同輔佐年僅八歲的漢昭帝。其中，鹽鐵專賣、均輸與平準法等財經政策的確挹注國庫不少活水，使得「兵行三十餘年，百姓猶不加賦而軍用給。」但是，由於人謀不臧及時空環境的改變，民間漫起一股檢討與反對的浪潮。此外，為奪取財經大權，霍光想到藉由輿論的力量，來跟桑弘羊一較高下。於是，一場隱藏政治目的，同時撼動經濟史的財經大辯論於焉展開。, 本篇論文《《鹽鐵論》中賢良文學與御史大夫論國家經濟問題研究》，係以《鹽鐵論》一書爲藍本，試圖從經濟面向切入，並採用對照的形式，將御史大夫與「賢良」、「文學」的觀點呈現出來，同時就雙方都很重視的財經議題，如土地與稅賦問題、鹽鐵與酒榷官賣，以及均輸、平準、算緡、統一貨幣等政策推動，做一深入性的探討。總的來說，論文分別以緒論、作者與其時代背景、《鹽鐵論》與西漢時代經濟問題之關係、《鹽鐵論》中賢良文學與御史大夫論辯經濟問題之內容分析、結論等五章來寫作，以闡述賢良文學與御史大夫如何論辯國家經濟問題。,",文學
"為能夠明確瞭解國中學生藝術與人文學習領域其學習成就評量標準的實施情形。本研究擬以表演藝術科為例，並以問卷調查法邀請種子教師針對目前國中藝術與人文學習領域表演藝術學習成就評量標準（2013年試行版）（區分為：探索與表現、審美與理解、實踐與應用）進行調查，並以訪談方式作為輔助。本研究的目的包括：1.瞭解國中學生藝術與人文學習領域表演藝術學習成就評量標準之實施成效，2.探討國中學生藝術與人文學習領域表演藝術學習成就評量標準的適用性，3.根據學習成就評量標準表演藝術評量推行情形提出建議。, 研究結果發現，問卷調查部份，平均數最高者為實踐與應用的藝術參與與探索與表現的表現創作，而平均數最低者為實踐與應用的生活應用、審美與理解的價值體認、探索與表現的多元能力。訪談部份，1.在傳統評量與九年一貫評量方式的差異，原本分數是難以具體說明的，以往的評量系統是比較主觀的，比較輕鬆作業的，但兩者的差異最重要還是有明確客觀的主題與標準，讓大家會比較容易依循。2.評量內容的使用看法，用敘述法的方法就是不錯的作法，因為這樣已經很明確，不需要改成兩分法或者格式化的模式，因為用敘述法就是讓每個老師在這樣的標準範疇下，能夠有自己對孩子成效的目標，這樣也是尊重教師專業，也讓學生有更多發展的空間。3.對評量方式因應十二年國教的期待或建議，希望能夠更加精準的表示陳述，簡單清楚合理是大原則，比較困擾的是要做到形成性和總結性的部份，目前的評量系統並不需要做大幅變動，只需做微調就可以。實務建議包括：1.因應十二年國教推動，主管機關應廣泛徵詢教師與委員的意見進行修訂，2.可以擴大辦理有關教師的研習活動，3.教師應適時多充實本身專業，4.表演藝術師資培育訓練機構可加強教學評量課程，5.建議教育部架設藝術與人文領域教學評量專屬網站，6.建議政府相關單位將藝術與人文領域課程切實的分割，7.可於平日教學中融入評量標準與規範。, , ,",文學
"文學討論圈(Literature Circles)為英語系國家行之有年的閱讀教學方式，但此教學法尚未在台灣形成普遍的教學風潮，以高中生為實驗對象的相關研究也付之闕如。本研究的實施目的在於探討文學討論圈於台灣高中英文課堂實施後之成效，包括學生的英語閱讀能力及閱讀動機的變化、學生於實施文學討論圈中所獲效益、遭遇的機會和挑戰，以及學生對於文學討論圈的觀點。本研究實驗對象年齡介於十五至十六歲，為四十一位女子高中學生。本教學實驗合併質性與量化研究，為期十週，由研究者親自授課。採用的教材為一本以台灣在地文化為內容的英文原文小說，所使用的研究工具包含英語閱讀及動機測驗前後測、學生課堂學習單、閱讀日誌、文學討論圈學生問卷、以及訪談。學生於教學實驗前進行閱讀能力及動機前測，教學後進行後測並比較兩者差異，以測量教學效果，最後並實施後測問卷及訪談，以探究學生對實施文學討論圈之觀感。研究結果顯示實施文學討論圈可顯著提升學生的英語閱讀能力。針對學生閱讀動機的量化分析結果並無顯著差異，但質性分析顯示學生閱讀動機相對提升。本研究顯示於高中英語課堂實施文學討論圈有諸多優點，例如：提升學生整體英文能力、提升在課堂上以學生為中心的合作學習技巧，以及培養學生解決問題的能力。參與學生對文學討論圈的實驗教學多持正面肯定的態度，並期待往後課堂中能繼續實施此一教學活動。,",文學
"文化與文學自兩者發展之初即緊密相關，彼此間的相互影響幾十個世紀下來蔚為常態。創作上的越界跨界情形對於2010，乃至於2000年代，尖銳度不復以往，但領域間的交會混雜則持續不歇。本論文基於近年地理學的文化轉向與文學的空間學研究轉向，特別關注於建築和文學課題的對話特色。具體上，以王大閎、顏忠賢、阮慶岳三位文學成果有所累積的建築人創作為開展核心，分為三章進行不同向度的刺探和演進，並以場所（Genius Loci）的相關概念理論作為跨域研究的發想輔助，也以再詮釋後的場所脈絡權作章節間的串連，各章兼及三人建築及文學兩方面的創作表現，並側重作品之於二領域的屬性差異性與可能的系統推動效果。為避免論述失焦於兩端往返之間，文學課題仍是本論文主要著力處，藉由建築知識系統的涉入，拓展出一塊文學空間學的未竟之地。因而建築人書寫的材料選擇，並不希望因循類型文學的生產路徑，亦無意建構無關乎建築一方，僅偏向次文類主題的建築書寫或建築文學論述，但對於不可避免的類型化現象也一併檢視探討。經由王大閎翻譯、改作、長篇小說和其經典建築國父紀念館、建國南路自宅等理念的相交流通；顏忠賢自體系統落實於建築設計的改革，結合文學形式的鍛造修正；以及阮慶岳深耕兩造領域，中間人的重要位置影響文學和建築創作意義的闡揚。三章節的探索歷程是場所精神世代性、當代共時的發軔、重組和再現，指涉一如科技的軟硬之別，文化的軟硬調和的契機所在。,",文學
"本論文主要聚焦在「詮釋」的問題上。旨首先在瞭解《詩經》文本詮釋巨大的差異性，進而梳理其中轉變的過程，側重探討「反」傳統的論述架構下，其中的傳承與溫故知新、再出發的部份；再者，探討近代《詩經》詮釋變異現象的問題。即欲瞭解原有以中國傳統式的「文學」觀點欣賞、評點《詩經》與清末民初以來，運用西方「文學」概念闡釋、翻譯《詩經》，這兩種不同的詮釋方式，除了有著中西「文學」定義上的不同之外，是否還有其他特殊的思想背景及內在原因？接下來，探討學術分科下詩經學文學轉向的形成與發展。曾經是中國文化精髓所在的「經」書，在清末民初引進的西方學術分科體制下，已被分化為各別專業的學門，《詩經》因而被歸入文學領域，那麼參照西方的學科分類，「文學」的定義云何？《詩經》如何改頭換面成為新文學定義下的典範性文本？換言之，民初詩經學文學化的形成與發展、特色為何？最後，探索詩經學文學轉向的接受與影響。民國以來，《詩經》的闡釋愈來趨向多元化，其中自以文學性質的解讀為居多，通俗大眾化的《詩經》白話翻譯及賞析，不僅出版有專書，同時單篇的白話翻譯，更充斥於各大報刊雜誌，甚至坊間的通俗愛情小說及其他文學作品中，也有不少引述運用《詩經》為說，這些現象似乎可以印證文學化的《詩經》，已經受到多數讀者的接受。基於前述，期望能比較實際的探索《詩經》文學化的詮釋轉向與接受影響的狀況，以彌補詩經學史方面的不足。, 經由這篇論文從文學角度觀察近代詩經學演變的結果，證實詩經學有轉向類似西方純文學研究與詮釋的趨勢，研究成果有助於補充詩經學史在近代文學類科中的發展與演變過程，並能在近代巨變的時空下，藉探討「文學」一詞在中國文學史上由廣而狹的變動介說，進而將《詩經》由經學到文學概念的轉向，作有力的脈絡性梳理與分析。, ,",文學
"本研究旨在探討國小低年級國語文學習領域定期評量與九年一貫分段能力指標、Bloom認知領域教育目標分類系統修訂版之對應情況，並欲瞭解學生在定期評量中的成績表現情形，以及教師編製定期評量試卷之方式，且深究教師專業知能的增加在編製定期評量試卷上是否有正面提升效果。, 研究結果如下：, 一、 白熊國小低年級國語文學習領域定期評量多數集中在評量學生的識字與寫字能力。近五年來，命題的趨勢逐漸調整，較重視閱讀能力的評量。, 二、 白熊國小低年級國語文學習領域定期評量偏重在低層次認知能力的評量。近五年來，命題的趨勢逐漸調整，較重視高層次認知能力的評量。, 三、 試題所對應的能力指標主題軸在「寫作能力」所佔的比例較高時，以及試題所對應的認知歷程向度為較高層次的認知能力時，學生整體成績的標準差較大，較能夠鑑別出學生程度的差異。, 四、 當白熊國小開始推行閱讀計畫，提升教師專業知能，教師在定期評量試卷中也會加強評量學生的「閱讀能力」與「寫作能力」。調高試題的認知歷程向度，重視「分析」向度的評量。此種命題方式的改變，使得試卷的鑑別度變得較高。, 五、 考量低年級學生能力不足，不論在能力指標或是認知歷程向度的安排，皆傾向出比較基本能力、低層次認知能力的試題。, , 本文最後依據研究結果，分別對教育行政主管機關、學校、教師本身以及未來從事相關研究者提出建議，供作參考。, ,",文學
"攝影作為新潮的藝術形式下，許多研究不外乎著力在兩個分歧的架構：探討攝影的本質，以及由文化觀點定義攝影。根據唯物論的觀點，攝影媒介本身存在某種獨有的本質。藉由攝影的藝術形式表現，該本質將成為對於媒介美感的經驗。另一方面，若干攝影研究探求作品的內容展現文化意涵的方式，並結合不同的學科，將攝影與文化現象產生關連。攝影的本質與文化兩個探討方向對壘分明，我們進而發現形式與內容的矛盾。因此，本文所探討的是：一旦攝影與文學合作，是否能開創一種新的藝術形式，以化解形式與內容的衝突？本論文主要參考德國哲學家華特班雅明的論述，分為三個部分來探討攝影的藝術形式。, 第一章將探討「技術」此一概念在攝影創作的角色。班雅明認為若要化解形式與內容在文學上的對立，應從「技術」切入探究文學生產的過程。相同地，此概念在攝影作品的生產備受關注。此外，在藝術形式的發展與趨勢，「技術」亦扮演重要角色。, 第二章以攝影的形式出發，探討一種新的藝術形式：「攝影文學」。「攝影文學」同時包含了文字與圖像的表述。班雅明主張攝影作品應附上文字標題，此說明了何以「攝影文學」可作為一個新興的藝術形式，並有效反映政治目的。本章進一步討論此形式中文字與圖像間的獨特關係。, 第三章以土耳其作家奧罕帕慕克的作品《伊斯坦堡：一座城市的記憶》作為例子，討論「攝影文學」的形式表現。為了呈現伊斯坦堡特有的異國氛圍，帕慕克利用細膩的文字與感官的圖像，描述這座城市的「呼愁」。對帕慕克而言，「呼愁」並非是個人憐憫的主觀經驗。反之，這座城市的廢墟顯露文明與政治的動盪，瀰漫「呼愁」之情。這章將討論帕慕克如何利用文字與圖像所組成的「攝影文學」訴說伊斯坦堡的歷史衰落與「呼愁」。, 「攝影文學」不只展現了革新的表述方式，也逐漸形成一種當代的藝術形式，符合現代作者與讀者的喜好。隨著時代的潮流，所謂純粹形式的傳統概念需要重新審視。不同於傳統概念，「攝影文學」表現的形式有其值得關注的價值。, , ,",文學
"《海翁台語文學》雜誌自2001年2月創刊至2010年4月止，已刊行100期，這份文藝刊物在台灣文學與台語文學時間脈絡中也默默沉穩的走了十多年，承載創作者數量與作品十分可觀，內容不論是過去傳統性與集體創作的褒歌，亦或是現代的詩、散文、小說，都有著豐沛的書寫，發刊超過百期是極具有代表性。筆者將藉由《海翁台語文學》的創刊宗旨和台語文學評論與小說來觀照該份台語雜誌的文學訴求，及其文學內容與形式上的展現，彰顯這些作品的精神特質。,",文學
"本文著重討論1930年代起，以英語在英國述作的中國作家蔣彝的英語兒童文學作品。本文主要部份為二到四章，第二章欲透過1935年「倫敦中國國際藝術展覽會」所揭示的，當時英國社會對中國藝術品的收藏嗜趣，檢視此一時期蔣彝幾部書中極富裝飾性的插畫，亦旁及蔣彝畫記中書法的裝飾性。此外，透過蔣彝在童書和回憶錄中繪製的許多相似的「中國兒童的臉孔」，突顯蔣彝在《兒時瑣憶》中所畫的精細兒時自畫像所透露的蔣彝對兒時自身，及對中國兒童的想像。, 第三章主要談論的，是1938年被美國獵人運到英國而大受民眾歡迎的大熊貓，蔣彝因應此一熱潮，創作了三本情節連貫的童書。本章首先將試著檢視蔣彝曾在畫記中提及的一些英國兒童文學著作，並參考當時英國新聞報刊中塑造的熊貓形象，以瞭解英國大眾對熊貓的想像，藉此討論蔣彝創作這些熊貓故事時，可能借鑑了英國兒童文學的哪些元素、受到哪些觀點的影響，以解釋蔣彝為何不厭其煩的在書中複製這些熊貓在動物園中的展演。, 第四章將循蔣彝為頑皮男孩羅成規畫的和平愉悅的中國旅程，討論《羅成》這本在戰時的英國與眾不同的童書。此外，亦參考1920到1930年代居住或訪問北京的外國人所作的書籍中談論的北京城，將之與蔣彝在《羅成》當中呈現的近乎概念性的北京城相比對，討論蔣彝在此部分以「正陽門」與「紫禁城」兩座建築群來構築心目中的北京城的意義，及蔣彝如何呈現一個合乎西方想像的北京城。,",文學
"自馬華文學誕生以來，文藝論爭就不曾少過，且每個時代都有每個時代的論爭。馬華文藝論爭反映著該時代的文藝思潮及當代華人的思想意識。馬華文學的文藝論爭最早發表於報章文藝副刊，戰後出版業的發展環境改善，文學雜誌冒現，文藝論爭的「戰場」遂擴大到文學雜誌。文藝論爭是不同派別的創作者與評論者的思想交鋒及個人對文學發展的不同看法，雖然有時免不了一些意氣之爭，但多數論爭的結果都可總結、歸納某一時期文藝發展的全貌，對一些文學觀念做出最適當的詮釋。一些爭議性議題在多番辯論後有助於修正偏頗的文學史觀，因此縱使一時硝煙彌漫，文藝論爭對文學的發展還是有一定的貢獻。本文以1919年馬華新文學發端至上世紀九〇年代所發生的文藝論爭為研究主題，探看近一百年來馬華文藝思潮的衍生、爭論與發展，以及文藝思潮/文藝論爭與華人社會及馬來西亞政治環境的關係。,",文學
"在古今中外各個藝術領域裡─—繪畫、雕刻、音樂─—「母親」總是一再的被頌揚著，不斷歌頌其偉大和犧牲奉獻的精神；「戰爭」也是一個亙古熱門的焦點，在藝術中也是不斷被描繪，以提醒世人其殘酷和無情。這兩者是如此格格不入，然而對藝術家／文人而言，把兩者擺在一起，其發酵作用更勝任何題材，尤其在近代兩次世界大戰中都占有一席之地的德國，在二戰過後興起一股對戰爭和返鄉者省思的文潮，再加上風起雲湧的婦女運動和日漸興盛的女性主義的推波助瀾下，德語文學裡出現為數眾多描繪戰爭裡的母親的作品，這正是本論文最初的關注點。, 在本論文探討的作品中，母親呈現了多樣的面貌：其一，在戰爭中母親是弱勢的象徵，是被害者的代表，被象徵父權體制的國家／社會所壓迫，但她們依然勇敢站出來對抗強加諸於自身的悲慘命運和不平等對待，積極活出屬於自己的人生；其二，母親長久以來深受愛國教育和民族主義的荼毒，已經喪失自省能力和批判精神，從被害者轉變為加害者，例如成為納粹政權的幫兇，重視國家／民族更甚於親生子女，進而將子女推向萬劫不復的地獄深淵。, 本論文除了探討戰爭中的母親之外，為呼應並對照平日的母親形象，也列舉了幾部非戰爭中的文學作品，試圖讓本論文的立著更趨完善。, ,",文學
"本研究目的在探討英文文學圈中學生最常討論的主題、討論者角色的影響以及文學圈中言談互動的情形。研究對象為十位女高中學生。研究對象共參與兩次文學圈閱讀活動的練習課程以及六次文學圈討論活動。本研究採用錄影、個人資料與閱讀經驗問卷、非正式以及半結構式訪談作為收集資料的方法。 學生在文學圈中的談話過程透過錄影的方式進行紀錄。 錄影所紀錄的資料以質化和量化的方式進行分析。個人資料與閱讀經驗問卷在研究前收集完成。研究結束後，進行一對一的訪談。非正式訪談的目的則是在確認學生在文學圈中談話內容轉成文字稿後翻譯語意是否正確。, 研究發現，學生在英文文學圈中的主題有兩種:以文本理解為主的主題與以延伸文本觀念的主題。以文本理解為主的主題中最常討論的是故事主角，其次為文章的字面意義和故事情節。以延伸文本觀念的主題中最常討論的是個人生活經驗，其次為對主角的同理心和對主角的情感表達。影響小組談論主題的多寡可歸納出以下四點: (1) 對主題喜好、(2) 文章難易度、(3) 對小說主題的熟悉度、 (4)作者寫作風格。, 研究也發現，學生的閱讀角色主導學生的對話主題。所有學生對文學圈閱讀角色扮演持正面看法。學生認為，學習單上的提問範例能幫助他們準備討論主題也能讓小組討論活動有系統的進行。 然而，部分沒有小組討論經驗和認為自己沒有繪畫天分的學生對於擔任小組長(Discussion director)和插畫者(Illustrator)一角較缺乏自信。此外，學生提出和角色無關的對話主題有兩種情況。 第一，扮演經驗連結者(Connector)的學生無法將文本內容和個人生活經驗做連結。 第二，扮演單字討論者(Vocabulary enricher)的學生在小組中了解文本內容與主題之後認為單字討論的部分已不再重要。, 研究也發現，學生常以開放性問題引導對話主題。 在文學圈中，學生較看重開放性問題。以開放性引導的對話主題較能引起較多的話輪轉換(turn-taking)。開放性問題會影響學生話輪轉換的次數較多之原因可歸納出以下三點: (1) 開放性問題引出開放性回答、(2) 學生口語和非口語式邀請同儕參與對話、(3)同儕提出的開放性問題可引起小組同學意見不同和對主題有興趣。, 本研究對於教學的建議如下: (1) 教育者應以故事主角和個人生活經驗教導學生練習提問對話主題、(2) 為確保每位學生有發言機會,教育者應考量時間管理以及角色發言順序、 (3) 學生不應受限於只能討論角色要求的話題、(4) 教育者應教導學生口語和非口語的談話技巧以幫助小組進行討論。, 根據本研究的結果，研究者建議未來研究應:(1)以男學生和男女組合的小組為受試對象，以調查不同性別在文學圈中的言談情況、(2)單一對話主題中有多少小組人員參與討論，以調查小組中說話學生是否只是特定幾位較活潑的同學、(3)以爭議性主題為閱讀文本。例如，校園霸凌和同性婚姻以調查是否能增加小組討論的話語輪轉和其他不同研究結果。, ,",文學
"九○年代，本土意識受到重視，台灣因為四面環海，因此以海洋為寫作背景的廖鴻基遂受到重視，屢獲青睞並常得獎，而他之所以受重視也是因為有別於過去以陸地為視野而改由以海洋為視野的寫作風格，給人耳目一新的感受，並且他以討海人的身分，真正走入海洋、生活在海上，甚至用筆建構出另一種新的台灣, 文學風貌，這也凸顯出他的海洋文學所具有的特殊性。, 本論文要談廖鴻基如何從海洋的視角建構生命哲學，研究範圍是廖鴻基的作品。研究方法是從親情、宗教、人生哲學三個面向來研究廖鴻基如何透過海洋的視角建構生命哲學，並且探討廖鴻基如何形成他的人生觀。其研究步驟是將以上三個面向，分成三個章節來討論，慢慢形成結論，推論出廖鴻基是如何形塑出他的人生觀，建構起他的生命哲學，影響他如何看待人世。, 全文共分五章，第一章緒論說明研究動機、研究問題、研究方法及文獻探討。第二章擬從宗教的面向探討廖鴻基文本中海洋與宗教的關連性，漁民是如何透過宗教儀式傳承信仰，廖鴻基觀察及書寫漁民信仰又如何內化為他的宗教觀，成為他生命哲學的一部分。第三章由各種親情書寫探討祖孫、父子、父女之情，印證海洋與記憶是相連結的，他透過海洋的視角，看到沙灘、海浪、飛魚都讓他對於和親人之間過往相處有所回憶。第四章從他的人生經歷切入，了解廖鴻基面對海洋的心理轉變，從消極的人生觀轉為積極的人生觀又成為平靜無波的看人生，成為他的海洋三部曲。第五章為本論文結論，回顧各章節及未來可發展與不足之處。以上為本論文摘要。, ,",文學
