comment,rate_class
巫師三件套（巫師世界，巫界術士，巫師之旅）全部看過，但這本看完太久忘記了，就記得寫的特別詭異陰森，環境氛圍營造很好。後期沒啥大印象，或許是崩掉不耐煩看了。就情節而言我更喜歡那兩本，但這本是巫師流開山之作。僅就這點，足夠仙草評價了，探索者永遠值得尊敬。滾開文還有個特點，不按套路出牌，什麼時候讀都不過時，能想像這是12年的書？,positive
滾開的這本書，描寫比較晦暗陰沉，比較慢熱，然而巫師巫術描寫比較細緻，巫師世界能變身侵略這個設定很出彩，結局不是很圓滿比較匆忙結尾，全文給人一種灰色的陰沉感，還是一本好書，開創了系統巫師流奠定了基礎，糧草,positive
網文想像力巔峰之作。 <br>反正我就這麼說了，愛誰誰。,positive
巫師世界是巫師流的開創者，也只我最喜歡的一本巫師小說了,positive
好吧，很多都想不起來書名了，不過剛才想寫一仙當千但是寫不了，但是網上可以搜到，寫一些近期看過的吧，這本書設定很贊，被很多人推薦過就看了看，確實邏輯清晰，大綱明確，G點不斷，值得一看，安！ <br>最主要的他應該是此類的開山之作吧，看了現在很多其他類似的書，不過給他滿分,positive
玄幻、、與其說這是一部玄幻小說，還不如說這是一篇脫去歷史外衣的愛國詩章，其文細細讀來，讓我有種清末，華夏岌岌可危的感覺。 <br>可看之處：1.對規則之道de體悟，可以說是空前絕後。2.其情之情之純，以容不下任何雜質，包括愛情什麼的。3.其情節讓人時而獸血沸騰，時淒涼悲傷。對於青年來說，稚氣未脫之時看此書，不失為一次龐大的愛國教育。 <br>附上經典的幾句話： <br>“悠悠吾故土，何時可返。” <br>“蒼天可恨啊，吾之族人何時方可脫此苦獄！吾苦修魔功，若有一日殺出此地，必血洗神魔！” <br>“吾自願入此魔獄，受萬世苦劫，只願吾之族人能享一方平安！蒼天佑吾族人！,positive
夢魘世界一步登天帶領夢魘入侵巫師世界那一段算是整本書在我心目中的高潮;滾開的文筆之下能勾勒出一種吸引人看下去的，獨特、詭異的氣氛（這點是滾開的特點）；這本書是我看的滾開的第一本書，然後就基本看完了他的所有書，不過除了新書極道天魔，其他書只能說一般般，算是乾糧。就算是極道天魔，也只有前期還算糧草或者仙草，後期崩的比較厲害，毒點較多。 <br>關鍵字：滾開；詭異世界觀；知識就是力量； 探索未知,positive
"這是巫師流的開山之作，晶片流似乎也由此而起。滾開在寫這本書的時候一度接近封神。 <br>這本書裡面將“巫師”的詭異寫的最好！要知道，滾開連它的玄幻<a href=""/name/永恆劍主"" target='_blank'>《永恆劍主》</a>都能寫成驚悚文……這一點比巫師之旅強的多。最大的看點就是對於血脈的發掘，我非常喜歡。 <br>最大的缺點便是，這本書基本上算是爛尾。在時空亂流裡頭一呆千年，回來之後便是草草的成了始祖…… <br>若是滾開當年有耐心將它寫到六級巫師以上再成始祖，必定封神！ <br>仙草+！",positive
天馬行空般的想像力，唯一不爽的是主角過於涼薄，但作為巫師流的開山怪，這本書不容錯過。,positive
個人二十年閱讀網文，受到感動次數寥寥無幾，這部作品無疑做到了。寫出了在一個莽荒混亂的世界人類種族如何艱難生存和奉獻的感動。立意無疑高於大多數網文作品。這本書，也是這位大神的巔峰作品。 <br>不足之處：由於立意不在於個體角色，小說主角的人物刻畫稍有欠缺。設定所致難免的，我們也不能苛求。同時，後期的描線稍有所繁雜反復，場面描寫可以稍微精簡一些！ <br>個人評分：9分 <br>糧草和仙草之間，考慮那麼多年看下來仙草作品確實沒幾部還是給仙草，希望後來書友可以抽時間看看。,positive
"從來男兒有淚不輕彈，可是真的，你沒看完就真的不要亂說。裡面的情節真的很讓人心痛，但是又很真。每個人物寫的有血有肉，有自己的一份精彩人生。這本小說裡面，很多時候都讓我的內心震撼不已。那種種族的羈絆，師徒之情，描寫的很真實，但是有很殘酷，就好像真的發生一樣。在那一章，三跪謝師恩，真的是一邊看，一邊停不下眼淚，就是心中不知道那根線被觸及了，雖然現在再次看一遍，還是有點淚湧眼眶的感覺。雖然真的書真的很長，但是不認真看，真的無法體會到那種觸動感，特別是男生，有熱血也有無奈，但這就是人生吧！三分元神之前的確不咋地，可以看出很多書的影子，但三分之後非常精彩，作者寫出自己的風格，內容非常棒！<a href=""/n/帝罡"" target='_blank'>@帝罡 </a> 謝推薦",positive
"我真的服氣作者，毛蟲版<a href=""/name/魯濱遜漂流記"" target='_blank'>《魯濱遜漂流記》</a>。一隻毛蟲從吃樹葉開始的生存進化史，讓我又一次打開新世界大門，原來還能這樣的騷操作！而且居然能寫那麼好看！有逗比的紅頭蟋蟀小弟，有深情款款一心為主角奉獻，整天想和他生蟲子的冰蝴蝶，有可愛蠢萌的花仙子……我都為這幫蟲子感動了。冰蝴蝶自殺時我恨不得揪住主角和她生蟲子。麻辣電線，優酪乳僵屍……看主角收集不同食物就像看魯濱遜發現檸檬樹一樣驚喜。金手指有趣，主線流暢，腦洞清奇，人物（蟲子？）生動，幽默輕鬆。雖說寫的是毛蟲，但合理，邏輯性都不缺，沒有降智打臉，有的純粹是有趣的世界展開冒險和夥伴，<a href=""/name/動物世界"" target='_blank'>《動物世界》</a>粉絲仙草！",positive
我這個人偏愛重生流便是這本開始。 <br>這本書整體都相當不錯，前期專心升級，自創功法，這是我的爽點。後期去征伐世界、掌控皇朝什麼的都沒有寫崩。但不知道為何後期草草完本，好多線都沒有展開…… <br>其實這本比劍動山河還好的！可惜了。  <br>以上，個人仙草。其實嘛，，現在看也就是個糧草-的爽文咯。,positive
這本書當年不溫不火的，直到看了最近烏賊寫的同類型的武道宗師，才發覺這本書有多優秀多超前。,positive
就沖一天，作者筆下的桔梗、黃泉、兩儀式、劍心、法修的性格人物形象和原著幾乎沒有區別，這一點就足夠給仙草了。,positive
書中個個人物生動，做事直指本心，求不得混元，便求長生。爭天地一線，取混元道果。嘻笑怒駡，神仙本色。相比來說，前面一部分主角弱的時候反而是最經典的。宅豬寫書格局不輸辰東。就是有些慢熱，前面的幾十章很容易讓人感覺無趣沒水準，但他往往是在那以後開始爽翻天！堅持看過去前面幾萬字，後面的絕對精彩。尤其是帝尊中期補天神人那時期機鋒交接簡直讓人窒息，拍案叫絕。,positive
機緣巧合，宅豬的這本反而是我看追洪荒文歲月時代最後看過的基本之一，不管別人怎麼看，我很喜歡他快速結束原洪荒劇情轉而開拓新生“洪荒世界”的戲碼，新的世界的事和人與洪荒既相似對應又極為不同，既“變化”又“神似”，鴻鈞、巫、妖等待都可以找到對應，作者對洪荒的理解和擴充魔改通過主角在這個世界經歷展現了出來，不像後來的大量跟風者純粹就是黏貼的npc隨時鐘猜個字觸發歷史進程。,positive
仙逆絕對是網文仙俠的經典作品，從可讀性和閱讀的愉悅感來說是獨一無二的。同時這部書開創性的運用世界壓制解決了打怪升級網文，主角升級太快引人忌憚，隱藏大boss視而不見主角做強做大的邏輯缺陷。為後續此類型文章提供了可借鑒的參考。耳根大神後續作品也很不錯，要超過仙逆難！ <br>龍空文青小資多，對於連載大眾爽文評分過低。個人認為網文出於網路，生於大眾，還是應該是大眾的體驗感為主要評論依據。 <br>個人評分9.3。 <br>仙草！,positive
仙逆以後，耳根鐵粉。求魔看完，粉轉路人。封天過半，徹底拉黑。一念永恆，點都不想點。,positive
唯一的跟風，秒殺原著的，耳根現在的影響力比忘語還要大吧,positive
很多人是看了凡人，再知道仙逆，我不是，我是先仙逆再凡人。因此，當初不知道什麼凡人流。 <br>恰恰是開頭模仿凡人的那一段，讓我覺得是最大的敗筆，差一點就沒堅持下去，堅持到破碎的四大仙界，關於界內界外，掌尊古神的設定出場，會發現一個謎團夾雜著一個謎團，情節曲折，內容豐富，人物特徵鮮明。 <br>出了洞府界之後，假如直接完結多好，最終還是陷入了開頭一樣寡淡無味的情節中去。,positive
張自然道：“還缺敖鸞一人。”龍女聽後，面望周清，周清終究奈何不得。兩人對望了一眼，敖鸞大叫道：“我便去了。”說便橫劍自死，一縷芳魂朝封神台去了。周清知道，再也見不到當年那個手提神劍，英姿颯爽的少女了。就算能見，也是五十六億年後的事情了。     <br>我喜歡上敖鸞這個角色了。 <br>本書梳理了中國神話體系，開創了洪荒這個流派，圍繞“天地不仁，以萬物為芻狗。”來展開情節。,positive
平心而論，優秀的籃球小說確實寥寥無幾，大多數作者都是偽球迷，連規則和球員特點都不知道，完全是憑著主觀胡寫，看著就讓人發笑。這本書總算還可以看，所以對我來說就是仙草了。得分這麼低，大概是因為把能黑的都黑了個遍吧，喬丹AI科比硬特麥迪詹姆斯大本朗多，幾乎佔據球迷的多半壁江山？然而黑的大多有理有據，然而我還是要說還是計算WS比PER要好一些。除此之外，感覺抱團之後主角能力大幅度降低，你能想像會投三分的喬丹和超級加強版皮蓬加上一群不錯的替補竟然會越打越艱難嗎？只能說是把主角寫的太牛逼了只好人為增加難度了。除此之外，作者對NCAA、NBA以及美國娛樂社會都寫的很不錯，不僅僅是乾巴巴的比賽比賽。非常好。,positive
有個叫琥珀的女術士從異界來到地球，因法則不同只能跟人類進行意識交流，並需要人類的説明。主角就是跟女術士進行意識交流的人，主角幫助琥珀，並且喜歡上了美麗溫柔的琥珀，後來劇情推動下主角陰差陽錯穿越到術士統治的世界，有個反派臨死前告訴主角術士們以善於操縱普通人的命運而聞名很多位面，他預言主角也是命運被術士操縱而不自知的傻瓜——在它看來主角的穿越絕非偶然，看到這裡前面琥珀溫柔可人的形象難道都是假像？……細思恐極啊。,positive
剝去神話的外衣，講的的是6個老牌大佬與一個新崛起的大佬之間的故事。主角從一個心狠手黑的小混混做起，無所顧忌，百無禁忌，各種悶棍，發家致富。有了點自己的勢力，發現以前的心狠手黑不能處理所有的問題了，得講究一下吃相，講究一下妥協。開始和他人結盟。而6個老牌大佬中有一個在上一次矛盾中敗得元氣大傷的哥們，通天看中了主角，不斷的幫助主角，以為主角未來會讓自己拿回自己失去的東西，結果主角成為新進大佬後有自己的利益考慮，在最後的決戰中恢復自己小混混的本性，算計深。而另2老牌大佬仗著自己實力雄厚，輕敵了，失了算計，敗的吐血。主角成為這次爭鬥的最後贏家。,positive
這本書頗為奇特的地方在於，小說開頭幾十萬字完全就是本普通到不能再普通的九流小白文，但轉折發生在小說劇情推進到地仙界，神機進入超神模式，故事的整體架構，設定的創意度都有了顛覆性的提高，融合封神西遊蜀山這三本中國歷史上最為著名的幻想文學巨著，打通內在的歷史淵源，以量劫為達摩克裡斯之劍，大膽演繹，終成一派始祖，由此洪荒流成為網文仙俠流派中的一個重要支流。其中十二祖巫，聖人體系，天人功德說，女媧繡球滅恐龍等經典橋段被人不斷借鑒，為人所津津樂道。最 讓人啼笑皆非的是，其影響力居然從大陸延伸到了臺灣，其設定被某邪教抄襲，成了傳教聖訓的一部分，確實有些讓人哭笑不得。,positive
剝去神話的外衣，講的的是6個老牌大佬與一個新崛起的大佬之間的故事。主角從一個心狠手黑的小混混做起，無所顧忌，百無禁忌，各種悶棍，發家致富。有了點自己的勢力，發現以前的心狠手黑不能處理所有的問題了，得講究一下吃相，講究一下妥協。開始和他人結盟。而6個老牌大佬中有一個在上一次矛盾中敗得元氣大傷的哥們，通天看中了主角，不斷的幫助主角，以為主角未來會讓自己拿回自己失去的東西，結果主角成為新進大佬後有自己的利益考慮，在最後的決戰中恢復自己小混混的本性，算計深。而另2老牌大佬仗著自己實力雄厚，輕敵了，失了算計，敗的吐血。主角成為這次爭鬥的最後贏家。,positive
【完本】開啟群傳金庸修仙流的一部書。文筆中等，善於感情和心裡的描寫，尤其是對於女性的描寫，簡直入木三分，情感交葛那絲溫潤如玉的感覺讓人欲罷不能。推薦其中的倚天卷，實在是巔峰之作。缺點：由於是太過於自我的一部書，有些流水帳和念念碎，作者不會襯托高潮和略寫情節，這是一大短板。太過於執著於一些無意義的細節，例如鬍子等等，讓人感覺十分不爽，書中的一些世界觀有些奇葩，結局可能是由於靈感不到位，所以有些呆板，其實還可以更加圓滿。,positive
真沒的說，誅仙部分跟其他部分簡直雲泥之別，單誅仙評仙草，其他部分毒草,positive
無限腦洞流（仙草是平衡分），才看了沒多少，不過挺有意思的。這次的書評我不想評論這書，只想討論下優書庫“二次元”目錄下找書的技巧。如果你討厭宅味，又遭遇書荒，不得不在優書庫“二次元”框架下覓食，那麼二次元搜書技巧第一：看評分基本是沒用的。二次元目錄下一大堆6分以上的書，然而你想從其中找出糧草，神農都會被翔給埋死，沒錯，是“埋”死。第二：通過評價人數來篩選。高分的經常是十來個評價刷出來的，所以坑人。然而評價人數很多的，起碼有吸引那麼多人來評價的因素。這樣的書，即便評分只有5分，也很可能是糧草。我的標準是，超過150人評價的書，就值得去看看書評，看看開頭試一試。,positive
做為10年書齡，居然很投入的看完了。只能說這本書真的不錯，人物描寫形象深刻性格突出，仿佛書中每個角色都是活的。而且整本書看完有種猶然未盡……最後親人一個個的離去，看的挺傷心的，確實投入進去了。下輩子，還要和你一起慢慢變老。在一起，就是一輩子,positive
太祖有一次和太宗開玩笑，說你是不是有個弟弟叫鄧小閑，太宗一臉懵逼，旁邊丞相聽了竅笑不已。太宗還是吃了讀書少的虧啊。,positive
"【十星推薦】嗯，此處要推薦的是蘭陵笑笑生大濕的不朽傑作<a href=""/name/金瓶梅"" target='_blank'>《金瓶梅》</a>。這其實是一部同人作品，借用了水滸傳的梗，以宋朝為背景，卻產出了一篇基於明季社會衍生而成的優秀世情諷刺官場商戰黑道後宮文，對當時的社會結構和政商關係都有著極為深刻的反映。本朝太祖曾和當時正在中央部委工作的萬裡在閒聊時說到，<a href=""/name/紅樓夢"" target='_blank'>《紅樓夢》</a>反映古代的政治，<a href=""/name/金瓶梅"" target='_blank'>《金瓶梅》</a>反映古代的經濟，搞經濟建設不可不讀。",positive
神TM最後更新一個月前。,positive
身為同人的同人竟然拖了這麼久才完結，我也是醉了，品質不必多說和黑旗商會一樣都是經典好書，但是主角撩了這麼多妹子我真的很想看後宮的修羅場——上位者聯盟啊,positive
我在sis等你啊，蛙大,positive
從翠微居倒閉到飛盧的關站整改，從飛盧的關站整改到書客的封書下架。這年頭哪還有一個網站可以安安心心寫好書啊。惜哉！蛙大可有未刪節版嗎，我在sis等你,positive
無限流，一個被人寫爛的題材，生化危機、學園默示錄被各種無限流用爛的劇情，但青蛙作為一個老作者卻舊瓶裝新酒，給我們帶來了一些不一樣的味道。的確這是一本偏無腦的爽文沒有青蛙之前作品的那些深度，但這本爽文卻足以可以在同類型作品鶴立雞群了：智商基本線上又各具特色的主角配角，看似老套實則頗有創新的劇情，整體完整自洽的邏輯，還有資深老司機的嘿嘿嘿劇情，你還能對一本爽文再要求什麼嗎？小白可以在此書中被各種密集的爽點爽上天，老白則可以享受其中看似熟悉卻又頗具新意的劇情帶來的驚喜，並對其中對一些只有老白才懂的吐槽微微一笑。不要太苛求作者了，雖然作者說是為了賺錢，但作品中也能看到作者在用心給我們一個有新意的好故事,positive
本來只是想看看，居然有人說這本書的主角沒有腦子？！笑的我前列腺都要噴了。本來按YY小說的套路，主角應該是一路龍X天，然後在你看我一眼，我殺你全家。第一個副本，作者活靈活現的寫出了一個屌絲突然獲得力量後如何自我膨脹的……雖然廣大吃瓜群眾喜聞樂見，但如果只是這點並一直保持，那只有說青蛙墮落了，變成了一個要錢不要那啥的垃圾生產者。第二個副本開始前，主角就開始用頭腦而不是下半身來思考得到力量後怎麼讓自己利益最大化，並且從現實的角度分析，我覺得他做非常好，在現在的網文中，不常見。關鍵還不是這個，而是主角的轉變非常自然，很多書這種轉變往往成為說教或者灌雞湯。,positive
我可以告訴你的是，我在玩左派的時候，被左派一片叫好，這本現在玩小白化的時候，也被針對的小白讀者叫好。一個作者，無需讓所有人滿意，但只需讓他想要的市場讀者滿意就行了。目前看，這個戰略目的已經達到了。,positive
我真是受不了你們這些看什麼都綠的蠢貨了。作者寫了一個“雪白的小腿”立馬腦子裡腦補了女將軍多美多美。真是太像魯迅筆下那個“一見短袖子，立刻想到白臂膊，立刻想到全裸體，立刻想到生 殖器，立刻想到性交，立刻想到雜交，立刻想到私生子”的傻逼。,positive
現在龍空的評分越來越像起點這種網站靠起啦，讀者越來越中二，評分不從文筆、構思、邏輯、總體來，而是逮到一個點猛噴，就說說躍千愁的書，到底哪裡戴綠帽了，那些女人和主角發生過關係了？不過是單方面喜歡主角罷了，如果這樣也算戴綠帽，那豈不是說很多言情電視劇都是綠帽滿天飛了，因為感情永遠錯綜複雜，喜歡男主的永遠不會只有一個女生，而最後卻只有一個女主，女二甚至女三四五都給男主戴綠帽了？搞笑,positive
這麼一本好書被你們這些人罵，真是冤。天天罵此書綠的，你們是不是有毛病， 難道是個女人就得是主角的？你們是不是腦子有病。像你們這樣的，去看種馬後宮文吧。別他嗎看此書。 <br>我是看過這書後才去看飛天的，和這本書差的太遠了，說明作者在進步。 <br>也希望大家能靜下來好好看看此書，不要人云亦云。這本書不論是情節，語言，人物刻畫，都是上上之選。明顯作者是個有閱歷之人。非常喜歡書中一句話，走的是路，交的是朋友。,positive
聞名不如見面！ <br>書荒終於鼓起勇氣來看他的這本書。 <br>邊看邊噁心，堅持了兩百章，只是為了文筆。 <br>我想說，綠欠抽我真想抽你幾個大巴掌！ <br>綠倒是沒覺得。 <br>這主角是真猥瑣虛偽弱智無恥，見個人就結拜，令狐公子是真愛，力量體系全崩潰，格局不如村委會，女人轉頭就能賣，仇人隔天成友愛，蠅營狗苟如吃糞！ <br>我現在才明白，原來滾開是多麼偉大的作者啊,positive
還以為書評會說些謀略的缺陷，怎麼一個勁扯綠。 <br>自己無法全盤負責就不能耽誤別人去搞曖昧。說綠的佔有欲強了點，牛有道只是不喜歡欠別人，他認為喜歡他的女人就是債，因為他一直在往上爬，他處境太危險。   對於這書的遺憾就是明眼人太少，就波波和隱相，其他人都沒遠見，現實的最大矛盾應該是進階元嬰的天塹，其中多少人傑如何瞞天過海，暗度陳倉。如今天下大勢應該是莎如來為幕後，主角急先鋒，暗中推動顛覆全域，所謂九為極數，太穩，固化了，要變亂。從聖地歷練開始導火線。,positive
這書寫的很好，看到很多人給的分這麼低，專門註冊個號來打分。說什麼綠帽的，我只想說，這種人總是看不清現實，以為所有的女人都是主角的女人，好自己代入YY一樣。在本書的這種情況，出現那些情節哪裡有問題了。要是最後唐掌門要是非合理狀態下，沒有最後和主角在一起，被強行和別人在一起。那我到是承認作者有綠帽心態。至於其他情節都寫的蠻好，個人覺得6.7到7.2之間。介於被惡意打低分，我給滿分拉下分值。,positive
今天終於看透這個網站了，反正一個郵箱一個號，想拉多少水軍拉多少水軍，3.6分，我說咋評分排名高的小說也沒找到幾本好看的，全尼瑪是智障兒童和水軍。是不是書裡有一個女的男主就得娶一個啊，娶得過來嗎弟弟們。一群智障嗎，男主對誰有意思了，整個看到母的就能上種馬有意思嗎，都是yy小說吧過來的吧呵呵。樂了樂了，還有那些說看小說就是為了爽的，我求求你們別看書了，去看裡番，看肉文吧，手沖多爽啊,positive
【實姐系列】本書主角是南朝劉宋時期的山陰公主劉楚玉（被作者進行了白蓮花式處理），需要打斷腿送來骨科改造的是她的天子弟弟劉子業，一名重度姐控患者。PS：其實我覺得這段故事參照歷史原文來看比小說的描寫有趣得多了。,positive
速度讓你的魔障波特曼出場！,positive
SC我是玩過一點點，但這本書吸引我的不是SC的內容，而是那種大學生活的風趣描寫和有關於比賽的奮鬥與激情揮灑，可以說哪怕寫得是我完全沒玩過的遊戲我也還是喜歡這本書，SC的細節描寫更是增加了真實感與代入感。,positive
因為這本小說上的中南大學,positive
星際爭霸小說，遊戲文中的小眾，也是此類中的代表。這書有很多是情懷，但是此書原本品質真的不差。主角性格也比較討喜，雖然吊兒郎當像個流氓，但是三觀正人品好，關鍵時刻總能靠得住。在一個星際很火的位面，主角由於被未來女主Solo吊打後知恥後勇，陰差陽錯遇見一個便宜師傅，莫名其妙走上職業玩家之路。雖然講遊戲，但是即使你沒玩過也能毫不費力看懂。而且現實內容遠多於遊戲，所以對角色的塑造比較好，無論是賤賤的主角還是女主LULU，還有狗王，隊友們都很有愛。（雙女主雙飛哦）此文基調輕鬆搞笑，比較溫馨，幽默也不生硬。個人仙草，此類中的精品值得一看。,positive
（流氓高手二）雖然我也不會玩sc~不過一點不影響我看。而且也沒有把主角yy到地位很高~算是蠻真實。感情戲開始像言情~不過還是有大學生活的樣子。這本書是當年校園梗和星際梗大集合，完全可以當笑話來看。現在回憶起來那不是個時代，不是些笑話，不是個遊戲，那是我們的童年與青春。大概這兩本是我心中競技小說的巔峰了。我一點也不喜歡無罪轉型，一點也不。無罪曾是電子競技小說的先驅。從sc之彼岸花的初露頭角到流氓高手名揚天下，作為一個擁有一定寫作功力的星際愛好者，他將自身的兩大特點完很好的結合起來，不僅帶動了整個電競小說的風潮，也樹起了方少雲這個略帶猥瑣的電競小說主角的範本，被諸多人效仿。,positive
"上一次見到黑人赫敏還是汙客的<a href=""/name/哈利波特與冬堡法師"" target='_blank'>《哈利波特與冬堡法師》</a>，好評。 <br>腦洞大，思路寬，就是要搞事情。 <br>順便，我最討厭兩種人，一是種族主者，二是黑鬼，三是不識數的。",positive
無罪寫的星際競技小說，猥瑣流的宗師。大學的青蔥歲月，生動有趣，充滿淫蕩氣息。幽默的用語，幽默的劇情，加上作者本人的親身經歷使得本書活靈活現，雙飛什麼的我會亂說麼？當時直接笑的抽筋了，不懂遊戲都可以看，灰常淫蕩。。男生向作品，完本。,positive
好吧，作為本書的作者，我再囉嗦一句吧。感謝各位書友幫我推書，同時希望大夥儘量不要在龍空推了。或者，推薦的時候，簡單說一說，不要惹人生厭為好。作為自己的心血之作，我只希望，能多一些志趣相投的讀者，陪著我一起寫完魏不二的故事，就好了。,positive
作為這本書的作者，我得承認，這本書開頭有不少不盡人意的地方，承認主角的性格行為許多彆扭之處，也存在很多強行推進劇情的地方。在寫作的過程中，我也在不斷的進步。所以，從2018年3月份左右，開始回過頭來，對前面的章節做了大量修改，儘量讓前面的章節更加自然而合乎情理。不過，只有在起點閱讀，才能看到修改後的版本。其他網站都是舊版。希望有興趣閱讀這本書又沒錢看正版的讀者，先去起點看完正版，再考慮去別的網站閱讀。否則前後會有不少衝突的地方。以上。另外，這本書目前均訂2366，高訂4992，成績我很滿意了，感謝自己的堅持不懈，也感謝書友的支持。,positive
作為一個網文寫手界混跡不久的新人，一開始看到優書網滿滿的差評，我的心是拔涼拔涼的。 <br>不過後來看到還有很多書連點評都沒有，我瞬間就覺得自己就要high得起飛了。一星也是愛，有人噴總比沒人看好啊。 <br>心態瞬間轉入良好狀態，堅定完本信念。 <br>感謝各位的中肯差評，我是不會寄刀片的，主要是不知道地址。另外，這本書目前均訂1400，高訂2577，收藏32000，在這裡留個記錄，等一年後看看能不能有點進步……,positive
為什麼看這本書：1. 這是一本因主角滿人身份被龍空眾因屁股問題被強行打低分的仙草，5.3的評分除了讓人知道龍空的評分並不那麼可信之外，並無其他作用。 <br>2. 後宮文，所有的後宮文作者都應該來學習，7-8個女主各有特色幾乎沒有一個淪為花瓶，這是怎麼樣的一種水準。 <br>3. 蘿莉該怎麼寫，來看看主角的東宮娘娘吧，這才是寫到了極致，都說參軍是足控，我卻認為他是絕對的蘿莉控。 <br>4. 這不是一本穿清攀科技樹建立偽朝的軍事歷史文！絕對不是！名字應該改為“XX微服私訪記”，每泡一妹為一卷。。。 <br>5. 則麼樣裝逼打臉才是最致命的？來學學 <br>為什麼不看這本書：1.所謂的屁股問題？,positive
參軍文風，感情細膩。前期國內爭雄寫得很好，後期稱霸世界略崩，但還是收得住的。只可惜後期被讀者噴怕了，女主轉世之類的有點不好。總體是可以十分好評的。 .,positive
都在說作者屁股不正，我只想說我是來看後宮的，誰管你屁股啊，女主塑造真好，不愧是參軍。可惜新書為啥退步那麼快，都看不下去了。。,positive
這分太假！！！ <br>你們要論制度的，說體制的去看政治書好麼？ <br>個人以為參軍最好的作品，官道我都沒看完。此書已過三遍， <br>就論這對女主的刻畫之細膩，除了夏花爺和香蕉。你找出第四個我看看 <br>當了皇帝，這自然也是後宮了，爽點足。末尾的那點私活完全能理解。 <br>書荒的話聽我說，別看分，刷一遍。,positive
火星引力最聳的一點就是明明骨子裡是沒救妹控，明明被和諧了1w本書，還是沒有半個實妹，你不實妹還不是被和諧了，當年不如過把實妹癮,positive
三刷，我心中參軍的巔峰之作。 <br>—————— <br>全書傾注了作者大劑量的yy，隔幾章不寫點美足什麼的渾身難受。 <br>裝逼打臉順便撩妹的文風已臻化境，後宮的人設亦是仙草級，蘿莉，禦姐，警花，封建糟粕應有盡有。 <br>就是快結局的時候把錦二奶奶給病死很讓人無語，為什麼，為什麼要虐待如此可愛的地主婆，不知道那段時間作者究竟經歷了什麼。。。最後番外還來個女主轉世還魂，詭異的很，看完瘮得慌 <br>ps:關於慈禧，首先佩服參軍，不過這麼寫肯定是會掉粉的，一張老奶奶蘭貴人皂片毀全部 <br>（我只能yy成邱淑貞，你們也可以試試），相對的，武則天這種就沒有關係，可以盡情yy,positive
自己寫的書，我自己當做寶貝。不知不覺這本書已經160萬字了，目前均訂2967。從首定500，到均訂很快就要突破3000，花了快要兩年的時間，感慨很多啊。這本書算是初次嘗試寫作，走了不少彎路，但是也有很多的收穫。我每天都要來優書網，把每條評論看一遍，尤其是差評要反復看十遍。然後心裡默默麻痹自己，這些都是我的忠實讀者啊，被毒成這樣了，還能看幾章，也不容易。大部分的批評者說的都是有道理的，後來應該認真閱讀參考，以免誤入毒窩。已經入了坑的，就繼續毒著吧，哈哈。,positive
貓膩的書,positive
"【已完本】無限恐怖的無限與恐怖本是成功元素的一體兩面，奈何後人往往只注意“無限”，忽略了“恐怖”，直到這本書及其續作<a href=""/name/地獄公寓"" target='_blank'>《地獄公寓》</a>的誕生，情況似乎才有所改觀。",positive
貓大最愛的一本書，無數讓人意料之外的神轉折，夫子登天斬龍真是帥爆了，學院的道理也讓人看得很爽啊，不過為什麼我看到大師兄和二師兄，總會想起棋魂裡的sai呢，大愛這部，仙草，推薦！,positive
這是牛筆的新書，算是今年我發現的於我而言的一本仙草了。這書名就碉堡有沒有。這本書是網遊，不過改成了武俠背景，走的搞笑和王者歸來路線。將網遊做成足球競技那種模式，有歐冠亞冠世界盃俱樂部國家隊和職業選手，這是我第一次見這種模式，個人覺得相當有新意。主角最最崇拜的三個小說人物——田伯光，歐陽克，韋小寶； <br>主角最在意的異性外在特徵————美顏，小嘴，大胸，細腰，翹臀，長腿。PS：粉木耳算外在特徵嗎？如果算，粉木耳優先……再PS：如果不是粉木耳，口活好的優先，前後不禁的最好。 <br>主角最大的夢想————在太平洋買下一座小島，在島上修一座宮殿，跟我喜歡同時也喜歡我的姑娘們生活在一起。在那裡，沒有規,positive
哇，說真話，我花了兩天看了這本書。拍案叫絕啊，大家都說恐怖高校好看，在我看來不如這本書一半啊。簡單介紹一下：主角進入一個鬼怪吃人的遊戲，每一關有數個鬼，熬過一定時間或者主動完成任務可以過關。這種類型書不多，大家都去看看，給作者一點動力,positive
"評論來自<a href=""/n/菜De"" target='_blank'>@菜De </a>： 感覺這本跟<a href=""/name/俗人"" target='_blank'>《俗人》</a>挺像的，而且也拖拉，作者完全以小學—初中—高中—大學—社會這個時間軸寫的，本職是作者。 <br>這本完全是作者自己的回憶之作，主角身上完全刻畫作者的性取向，那就是熟女控。你看他描述的那些老師、同學的母親，特別是死黨的母親，一次不夠，二次不夠，還來三次，並且前言也說了死黨父母關係有點不好，這讓我想到<a href=""/name/我與同學母親的故事"" target='_blank'>《我與同學母親的故事》</a>、<a href=""/name/我XX同學母親"" target='_blank'>《我XX同學母親》</a>、<a href=""/name/同學母親XXX"" target='_blank'>《同學母親XXX》</a>......一定不是我的錯，我這麼純潔的人",positive
